GID,SYMBOL,GENENAME
SEN_RS01615,SEN_RS01615,alpha/beta hydrolase
SEN_RS05265,SEN_RS05265,hypothetical protein
SEN_RS14725,rarD,EamA family transporter RarD
SEN_RS17245,hofQ,DNA uptake porin HofQ
SEN_RS09950,SEN_RS09950,tRNA-Ser
SEN_RS19075,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing)
SEN_RS07945,marB,multiple antibiotic resistance protein MarB
SEN_RS06320,rnd,ribonuclease D
SEN_RS09705,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ
SEN_RS12445,SEN_RS12445,Nramp family divalent metal transporter
SEN_RS05035,iraM,anti-adapter protein IraM
SEN_RS02100,phnU,2-aminoethylphosphonate ABC transporter permease subunit
SEN_RS19515,rarD,EamA family transporter RarD
SEN_RS10630,pduG,propanediol dehydratase reactivase alpha subunit PduG
SEN_RS15495,SEN_RS15495,fructuronate reductase
SEN_RS08755,SEN_RS08755,acyl-CoA dehydrogenase
SEN_RS22600,creC,two-component system sensor histidine kinase CreC
SEN_RS02645,SEN_RS02645,DUF2145 domain-containing protein
SEN_RS05790,pyk,pyruvate kinase
SEN_RS24865,SEN_RS24865,hypothetical protein
SEN_RS21225,dmsB,dimethylsulfoxide reductase subunit B
SEN_RS03495,nei,endonuclease VIII
SEN_RS15740,SEN_RS15740,DUF1249 family protein
SEN_RS06640,rssA,patatin-like phospholipase RssA
SEN_RS04020,rhtA,threonine/homoserine exporter RhtA
SEN_RS21975,SEN_RS21975,DUF898 domain-containing protein
SEN_RS17225,dam,adenine-specific DNA-methyltransferase
SEN_RS09710,SEN_RS09710,flagellar basal body P-ring protein FlgI
SEN_RS12450,nupC,nucleoside permease NupC
SEN_RS05665,flhA,flagellar biosynthesis protein FlhA
SEN_RS13820,proV,glycine betaine/L-proline ABC transporter ATP-binding protein ProV
SEN_RS16655,rng,ribonuclease G
SEN_RS07065,SEN_RS07065,lipoprotein
SEN_RS10635,pduH,propanediol dehydratase reactivase beta subunit PduH
SEN_RS01155,rseP,sigma E protease regulator RseP
SEN_RS18200,SEN_RS18200,L-ribulose-5-phosphate 3-epimerase
SEN_RS07330,SEN_RS07330,YdcF family protein
SEN_RS07560,patD,aminobutyraldehyde dehydrogenase
SEN_RS14730,tcdA,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA
SEN_RS18680,SEN_RS18680,hypothetical protein
SEN_RS01620,SEN_RS01620,LysR family transcriptional regulator
SEN_RS15895,SEN_RS15895,siderophore-interacting protein
SEN_RS00630,ftsI,peptidoglycan glycosyltransferase FtsI
SEN_RS15070,SEN_RS15070,transporter
SEN_RS09715,flgH,flagellar basal body L-ring protein FlgH
SEN_RS21540,SEN_RS21540,DUF2170 family protein
SEN_RS02105,phnT,2-aminoethylphosphonate ABC transport system ATP-binding subunit PhnT
SEN_RS13825,proW,glycine betaine/L-proline ABC transporter permease ProW
SEN_RS15250,yqgB,acid stress response protein YqgB
SEN_RS16635,SEN_RS16635,AaeX family protein
SEN_RS04790,SEN_RS04790,ABC transporter ATP-binding protein
SEN_RS20380,argB,acetylglutamate kinase
SEN_RS10640,pduJ,propanediol utilization microcompartment protein PduJ
SEN_RS21645,rpsF,30S ribosomal protein S6
SEN_RS08760,SEN_RS08760,AraC family transcriptional regulator
SEN_RS20610,hupA,DNA-binding protein HU-alpha
SEN_RS16135,SEN_RS16135,NAD(P)H-binding protein
SEN_RS02650,SEN_RS02650,STM0539 family protein
SEN_RS11590,SEN_RS11590,hypothetical protein
SEN_RS07750,treZ,malto-oligosyltrehalose trehalohydrolase
SEN_RS06075,SEN_RS06075,disulfide bond formation protein B
SEN_RS03500,SEN_RS03500,AbrB family transcriptional regulator
SEN_RS17520,SEN_RS17520,oxidoreductase
SEN_RS04025,ompX,outer membrane protein OmpX
SEN_RS18190,SEN_RS18190,carbohydrate kinase
SEN_RS18865,SEN_RS18865,heme ABC transporter permease
SEN_RS12455,SEN_RS12455,sensor domain-containing phosphodiesterase
SEN_RS09720,flgG,flagellar basal-body rod protein FlgG
SEN_RS22480,osmY,molecular chaperone OsmY
SEN_RS16370,SEN_RS16370,calcium/sodium antiporter
SEN_RS19560,metR,HTH-type transcriptional regulator MetR
SEN_RS13830,proX,glycine betaine/L-proline ABC transporter substrate-binding protein ProX
SEN_RS18420,SEN_RS18420,glycosyltransferase family 8 protein
SEN_RS17660,SEN_RS17660,DUF1145 family protein
SEN_RS10645,pduK,propanediol utilization microcompartment protein PduK
SEN_RS20350,SEN_RS20350,PTS fructose-like transporter subunit IIB
SEN_RS21630,SEN_RS21630,L-ribulose-5-phosphate 4-epimerase
SEN_RS02685,SEN_RS02685,fimbrial biogenesis usher protein
SEN_RS01160,bamA,outer membrane protein assembly factor BamA
SEN_RS20875,SEN_RS20875,CsbD family protein
SEN_RS06175,proQ,RNA chaperone ProQ
SEN_RS00155,SEN_RS00155,LysR family transcriptional regulator
SEN_RS14735,mltA,murein transglycosylase A
SEN_RS24165,SEN_RS24165,hypothetical protein
SEN_RS19080,glmU,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
SEN_RS05270,SEN_RS05270,phosphohydrolase
SEN_RS04305,artM,arginine ABC transporter permease ArtM
SEN_RS06485,SEN_RS06485,hypothetical protein
SEN_RS09725,SEN_RS09725,flagellar basal body rod protein FlgF
SEN_RS17125,SEN_RS17125,YheU family protein
SEN_RS05040,cbpM,chaperone modulator CbpM
SEN_RS22105,SEN_RS22105,DsbA family protein
SEN_RS02110,phnS,2-aminoethylphosphonate ABC transporter substrate-binding protein
SEN_RS13835,SEN_RS13835,MFS transporter
SEN_RS19520,SEN_RS19520,thioesterase family protein
SEN_RS23970,SEN_RS23970,nicotinamide riboside transporter PnuC
SEN_RS08045,SEN_RS08045,dimethyl sulfoxide reductase subunit A
SEN_RS10650,SEN_RS10650,phosphate propanoyltransferase
SEN_RS08765,SEN_RS08765,electron transfer flavoprotein
SEN_RS05495,uvrY,UvrY/SirA/GacA family response regulator transcription factor
SEN_RS19890,SEN_RS19890,alpha/beta hydrolase
SEN_RS02655,SEN_RS02655,metal-dependent hydrolase
SEN_RS21875,treB,PTS trehalose transporter subunit IIBC
SEN_RS16510,sspB,ClpXP protease specificity-enhancing factor
SEN_RS11595,SEN_RS11595,acyloxyacyl hydrolase
SEN_RS00010,thrA,bifunctional aspartate kinase/homoserine dehydrogenase I
SEN_RS03505,SEN_RS03505,citrate synthase
SEN_RS04030,SEN_RS04030,phosphoethanolamine transferase
SEN_RS12470,SEN_RS12470,putative DNA-binding transcriptional regulator
SEN_RS06465,hyaC,Ni/Fe-hydrogenase b-type cytochrome subunit
SEN_RS17380,malT,HTH-type transcriptional regulator MalT
SEN_RS04695,SEN_RS04695,sodium:alanine symporter family protein
SEN_RS09730,flgE,flagellar hook protein FlgE
SEN_RS18595,SEN_RS18595,helix-turn-helix transcriptional regulator
SEN_RS20000,rhaT,L-rhamnose/proton symporter RhaT
SEN_RS05925,SEN_RS05925,hypothetical protein
SEN_RS13840,mprA,transcriptional repressor MprA
SEN_RS13000,SEN_RS13000,zinc ribbon domain-containing protein
SEN_RS21385,SEN_RS21385,lipocalin family protein
SEN_RS22095,pefI,transcriptional regulator PefI
SEN_RS07070,SEN_RS07070,two-partner secretion translocator ZirT
SEN_RS10655,pduM,propanediol utilization microcompartment protein PduM
SEN_RS01165,skp,molecular chaperone Skp
SEN_RS07335,cybB,cytochrome b561
SEN_RS03625,SEN_RS03625,tRNA-Lys
SEN_RS07660,SEN_RS07660,nitrate reductase subunit alpha
SEN_RS24485,SEN_RS24485,IS3 family transposase
SEN_RS20170,fpr,ferredoxin--NADP(+) reductase
SEN_RS14750,amiC,N-acetylmuramoyl-L-alanine amidase AmiC
SEN_RS01630,SEN_RS01630,outer membrane protein
SEN_RS06780,trpCF,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
SEN_RS00635,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2- 6-diaminopimelate ligase
SEN_RS24495,SEN_RS24495,DUF4942 domain-containing protein
SEN_RS08290,pdxY,pyridoxal kinase PdxY
SEN_RS09735,flgD,flagellar hook assembly protein FlgD
SEN_RS15720,SEN_RS15720,antibiotic biosynthesis monooxygenase
SEN_RS24880,SEN_RS24880,hypothetical protein
SEN_RS08770,SEN_RS08770,electron transfer flavoprotein subunit alpha
SEN_RS10660,pduN,propanediol utilization microcompartment protein PduN
SEN_RS04795,pqiA,membrane integrity-associated transporter subunit PqiA
SEN_RS22255,SEN_RS22255,DUF1127 domain-containing protein
SEN_RS16140,yhbO,protein/nucleic acid deglycase
SEN_RS02660,ybcJ,ribosome-associated protein YbcJ
SEN_RS01200,accA,acetyl-CoA carboxylase carboxyl transferase subunit alpha
SEN_RS11600,narP,nitrate/nitrite response regulator protein NarP
SEN_RS20615,SEN_RS20615,DUF1481 domain-containing protein
SEN_RS16920,rpmD,50S ribosomal protein L30
SEN_RS24850,SEN_RS24850,hypothetical protein
SEN_RS07645,narI,respiratory nitrate reductase subunit gamma
SEN_RS16820,tsaC,L-threonylcarbamoyladenylate synthase type 1 TsaC
SEN_RS22985,mntS,manganase accumulation protein MntS
SEN_RS18285,lldR,transcriptional regulator LldR
SEN_RS05070,agp,bifunctional glucose-1-phosphatase/inositol phosphatase
SEN_RS18870,ccmB,heme exporter protein CcmB
SEN_RS12475,SEN_RS12475,putative DNA-binding transcriptional regulator
SEN_RS09740,flgC,flagellar basal body rod protein FlgC
SEN_RS22485,SEN_RS22485,DUF1328 domain-containing protein
SEN_RS02115,phnR,phosphonate utilization transcriptional regulator PhnR
SEN_RS16375,kdsD,arabinose-5-phosphate isomerase KdsD
SEN_RS13845,emrA,multidrug efflux MFS transporter periplasmic adaptor subunit EmrA
SEN_RS19565,metE,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase
SEN_RS17665,SEN_RS17665,DUF2500 domain-containing protein
SEN_RS16795,SEN_RS16795,tRNA-Glu
SEN_RS10665,pduO,two-domain cob(I)yrinic acid a-c-diamide adenosyltransferase PduO
SEN_RS20355,SEN_RS20355,helix-turn-helix transcriptional regulator
SEN_RS00290,SEN_RS00290,oxaloacetate decarboxylase subunit gamma
SEN_RS02665,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
SEN_RS17865,dctA,C4-dicarboxylate transporter DctC
SEN_RS11605,SEN_RS11605,cytochrome c-type biogenesis protein CcmH
SEN_RS19785,SEN_RS19785,STM4011 family radical SAM protein
SEN_RS20440,SEN_RS20440,23S ribosomal RNA
SEN_RS21250,SEN_RS21250,hypothetical protein
SEN_RS14755,argA,amino-acid N-acetyltransferase
SEN_RS01635,SEN_RS01635,fimbrial assembly chaperone
SEN_RS22755,SEN_RS22755,RtT sRNA
SEN_RS05045,cbpA,curved DNA-binding protein
SEN_RS17250,SEN_RS17250,DUF2531 family protein
SEN_RS09745,flgB,flagellar basal body rod protein FlgB
SEN_RS12480,gltX,glutamate--tRNA ligase
SEN_RS05275,SEN_RS05275,DNA cytosine methyltransferase
SEN_RS19525,pldA,phospholipase A
SEN_RS06325,minE,cell division topological specificity factor MinE
SEN_RS13850,emrB,multidrug efflux MFS transporter permease subunit EmrB
SEN_RS08775,SEN_RS08775,FAD-dependent oxidoreductase
SEN_RS10670,pduP,CoA-acylating propionaldehyde dehydrogenase PduP
SEN_RS22605,creD,cell envelope integrity protein CreD
SEN_RS05500,uvrC,excinuclease ABC subunit UvrC
SEN_RS01170,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
SEN_RS15500,uxaC,glucuronate isomerase
SEN_RS11610,dsbE,thiol:disulfide interchange protein DsbE
SEN_RS00015,thrB,homoserine kinase
SEN_RS03515,sdhC,succinate dehydrogenase cytochrome b556 subunit
SEN_RS21230,SEN_RS21230,dimethyl sulfoxide reductase anchor subunit
SEN_RS05795,SEN_RS05795,MurR/RpiR family transcriptional regulator
SEN_RS15745,nudF,ADP-ribose diphosphatase
SEN_RS17230,damX,cell division protein DamX
SEN_RS06645,rssB,two-component system response regulator RssB
SEN_RS12505,SEN_RS12505,LysR family transcriptional regulator
SEN_RS09750,flgA,flagellar basal body P-ring formation protein FlgA
SEN_RS08190,SEN_RS08190,DNA replication terminus site-binding protein
SEN_RS20010,SEN_RS20010,oligogalacturonate-specific porin KdgM family protein
SEN_RS05670,flhe,flagellar protein FlhE
SEN_RS22445,SEN_RS22445,tRNA-Leu
SEN_RS13855,SEN_RS13855,carbohydrate porin
SEN_RS16660,maf,septum formation inhibitor Maf
SEN_RS07075,SEN_RS07075,hypothetical protein
SEN_RS10675,pduQ,1-propanol dehydrogenase PduQ
SEN_RS00640,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
SEN_RS07500,tehA,dicarboxylate transporter/tellurite-resistance protein TehA
SEN_RS07340,SEN_RS07340,class I SAM-dependent methyltransferase
SEN_RS11615,SEN_RS11615,heme lyase CcmF/NrfE family subunit
SEN_RS08780,SEN_RS08780,ferredoxin family protein
SEN_RS15900,SEN_RS15900,PadR family transcriptional regulator
SEN_RS14760,recD,exodeoxyribonuclease V subunit alpha
SEN_RS17475,glgA,glycogen synthase GlgA
SEN_RS01640,stbD,fimbrial usher protein StbD
SEN_RS15075,gcvP,aminomethyl-transferring glycine dehydrogenase
SEN_RS08180,SEN_RS08180,amidohydrolase
SEN_RS09755,flgM,anti-sigma-28 factor FlgM
SEN_RS12510,SEN_RS12510,DUF1427 family protein
SEN_RS13860,luxS,S-ribosylhomocysteine lyase
SEN_RS23795,SEN_RS23795,hypothetical protein
SEN_RS16640,aaeR,HTH-type transcriptional activator AaeR
SEN_RS10680,pduS,cobalamin reductase PduS
SEN_RS20385,argH,argininosuccinate lyase
SEN_RS16145,SEN_RS16145,YhbP family protein
SEN_RS14745,SEN_RS14745,tRNA-Met
SEN_RS01175,fabZ,3-hydroxyacyl-ACP dehydratase FabZ
SEN_RS02670,fimA,type 1 fimbrial protein subunit FimA
SEN_RS07755,treY,malto-oligosyltrehalose synthase
SEN_RS11620,ccmE,cytochrome c maturation protein CcmE
SEN_RS20620,zraP,zinc resistance sensor/chaperone ZraP
SEN_RS06080,SEN_RS06080,hypothetical protein
SEN_RS03520,sdhD,succinate dehydrogenase membrane anchor subunit
SEN_RS04800,pqiB,intermembrane transport protein PqiB
SEN_RS04035,mntR,manganese-binding transcriptional regulator MntR
SEN_RS05075,SEN_RS05075,YccJ family protein
SEN_RS18875,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA
SEN_RS12515,SEN_RS12515,nucleoside permease
SEN_RS09760,flgN,flagella biosynthesis chaperone FlgN
SEN_RS22490,SEN_RS22490,patatin family protein
SEN_RS02120,phnW,2-aminoethylphosphonate--pyruvate transaminase
SEN_RS16380,kdsC,3-deoxy-manno-octulosonate-8-phosphatase KdsC
SEN_RS19570,SEN_RS19570,anaerobic sulfatase maturase
SEN_RS17670,SEN_RS17670,lysoplasmalogenase
SEN_RS10685,pduT,propanediol utilization microcompartment protein PduT
SEN_RS20360,SEN_RS20360,phosphoethanolamine transferase CptA
SEN_RS21090,nrfG,heme lyase NrfEFG subunit NrfG
SEN_RS00645,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase
SEN_RS20880,zur,zinc uptake transcriptional repressor Zur
SEN_RS06180,prc,carboxy terminal-processing peptidase
SEN_RS11625,ccmD,heme exporter protein CcmD
SEN_RS00160,SEN_RS00160,transcriptional regulator
SEN_RS08785,fadK,medium-chain fatty-acid--CoA ligase
SEN_RS14765,recB,exodeoxyribonuclease V subunit beta
SEN_RS05280,SEN_RS05280,very short patch repair endonuclease
SEN_RS01645,SEN_RS01645,fimbrial outer membrane usher protein
SEN_RS19085,SEN_RS19085,Bax inhibitor-1 family protein
SEN_RS18480,slmA,nucleoid occlusion factor SlmA
SEN_RS04310,artQ,arginine ABC transporter permease ArtQ
SEN_RS06490,ychF,redox-regulated ATPase YchF
SEN_RS09765,murJ,murein biosynthesis integral membrane protein MurJ
SEN_RS12520,xapA,xanthosine phosphorylase
SEN_RS19530,recQ,ATP-dependent DNA helicase RecQ
SEN_RS17130,SEN_RS17130,phosphoribulokinase
SEN_RS13865,gshA,glutamate--cysteine ligase
SEN_RS04510,SEN_RS04510,dimethyl sulfoxide reductase anchor subunit
SEN_RS10690,pduU,propanediol utilization microcompartment protein PduU
SEN_RS19320,rep,DNA helicase Rep
SEN_RS05505,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
SEN_RS01180,lpxA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
SEN_RS02675,fimI,type 1 fimbrial protein subunit FimI
SEN_RS21880,treR,HTH-type transcriptional regulator TreR
SEN_RS19895,SEN_RS19895,cytotoxic translational repressor of toxin-antitoxin stability system
SEN_RS11630,SEN_RS11630,heme ABC transporter permease
SEN_RS08050,SEN_RS08050,dimethyl sulfoxide reductase subunit A
SEN_RS03525,sdhA,succinate dehydrogenase flavoprotein subunit
SEN_RS08790,ppsA,phosphoenolpyruvate synthase
SEN_RS16825,SEN_RS16825,topoisomerase DNA-binding C4 zinc finger domain-containing protein
SEN_RS04040,SEN_RS04040,anion transporter
SEN_RS12525,SEN_RS12525,outer membrane protein
SEN_RS06470,hyaB,Ni/Fe-hydrogenase large subunit
SEN_RS15420,SEN_RS15420,LysR family transcriptional regulator
SEN_RS17385,SEN_RS17385,type II toxin-antitoxin system mRNA interferase toxin- RelE/StbE family
SEN_RS00650,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
SEN_RS09770,SEN_RS09770,Gfo/Idh/MocA family oxidoreductase
SEN_RS18600,misL,intestinal colonization autotransporter adhesin MisL
SEN_RS20015,SEN_RS20015,TRAP transporter large permease
SEN_RS02125,SEN_RS02125,phosphonoacetaldehyde hydrolase
SEN_RS13005,der,ribosome biogenesis GTPase Der
SEN_RS13870,SEN_RS13870,DedA family protein
SEN_RS08795,ppsR,posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR
SEN_RS21390,frdD,fumarate reductase subunit FrdD
SEN_RS05930,SEN_RS05930,PipA/GogA/GtgA family type III secretion system effector
SEN_RS07085,SEN_RS07085,peroxiredoxin
SEN_RS10695,pduV,propanediol utilization protein PduV
SEN_RS03630,SEN_RS03630,tRNA-Lys
SEN_RS11635,ccmB,heme exporter protein CcmB
SEN_RS15725,parE,DNA topoisomerase IV subunit B
SEN_RS14770,ptrA,pitrilysin
SEN_RS06785,trpD,bifunctional anthranilate synthase glutamate amidotransferase component TrpG/anthranilate phosphoribosyltransferase TrpD
SEN_RS01650,SEN_RS01650,fimbrial chaperone
SEN_RS18590,SEN_RS18590,virulence RhuM family protein
SEN_RS18090,glyS,glycine--tRNA ligase subunit beta
SEN_RS08295,tyrS,tyrosine--tRNA ligase
SEN_RS00655,ftsW,cell division protein FtsW
SEN_RS09775,SEN_RS09775,YceH family protein
SEN_RS12530,SEN_RS12530,LysR family transcriptional regulator
SEN_RS20175,glpX,class II fructose-bisphosphatase
SEN_RS22785,SEN_RS22785,RtT sRNA
SEN_RS13875,yqaB,fructose-1-phosphate/6-phosphogluconate phosphatase
SEN_RS15260,metK,methionine adenosyltransferase
SEN_RS24610,SEN_RS24610,YlcG family protein
SEN_RS10700,pduW,propanediol utilization propionate kinase PduW
SEN_RS16150,SEN_RS16150,GIY-YIG nuclease family protein
SEN_RS01185,lpxB,lipid-A-disaccharide synthase
SEN_RS02680,fimC,type 1 fimbria chaperone FimC
SEN_RS18290,lldD,FMN-dependent L-lactate dehydrogenase LldD
SEN_RS11640,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA
SEN_RS20625,zraS,two-component system sensor histidine kinase ZraS
SEN_RS21570,SEN_RS21570,glutathionylspermidine synthase family protein
SEN_RS03530,sdhB,succinate dehydrogenase iron-sulfur subunit SdhB
SEN_RS04805,pqiC,membrane integrity-associated transporter subunit PqiC
SEN_RS04045,ldtB,L-D-transpeptidase
SEN_RS07650,narW,nitrate reductase molybdenum cofactor assembly chaperone
SEN_RS05080,wrbA,NAD(P)H:quinone oxidoreductase
SEN_RS12535,SEN_RS12535,bile acid:sodium symporter
SEN_RS18880,SEN_RS18880,heme-binding domain-containing protein
SEN_RS20470,SEN_RS20470,tRNA-Thr
SEN_RS00660,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
SEN_RS09780,rimJ,ribosomal protein S5-alanine N-acetyltransferase
SEN_RS22495,SEN_RS22495,metal-dependent hydrolase
SEN_RS16385,lptC,LPS export ABC transporter periplasmic protein LptC
SEN_RS02130,yajL,protein deglycase YajL
SEN_RS19575,SEN_RS19575,dienelactone hydrolase family protein
SEN_RS07865,hypC,HypC/HybG/HupF family hydrogenase formation chaperone
SEN_RS13900,csrA,carbon storage regulator CsrA
SEN_RS08800,aroH,3-deoxy-7-phosphoheptulonate synthase AroH
SEN_RS17675,zntA,Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA
SEN_RS10705,pduX,L-threonine kinase PduX
SEN_RS20365,ppc,phosphoenolpyruvate carboxylase
SEN_RS00295,citS,citrate/sodium symporter CitS
SEN_RS17005,rplD,50S ribosomal protein L4
SEN_RS17870,hmsP,biofilm formation regulator HmsP
SEN_RS11645,napC,cytochrome c-type protein NapC
SEN_RS19790,SEN_RS19790,STM4012 family radical SAM protein
SEN_RS24540,SEN_RS24540,ATP-binding cassette domain-containing protein
SEN_RS05285,yedA,drug/metabolite exporter YedA
SEN_RS14775,recC,exodeoxyribonuclease V subunit gamma
SEN_RS01655,SEN_RS01655,type 1 fimbrial protein
SEN_RS10250,SEN_RS10250,tRNA-Ser
SEN_RS17255,SEN_RS17255,hypothetical protein
SEN_RS07950,eamA,O-acetylserine/cysteine exporter
SEN_RS00665,murC,UDP-N-acetylmuramate--L-alanine ligase
SEN_RS09785,mdtH,multidrug efflux MFS transporter MdtH
SEN_RS12540,SEN_RS12540,DUF3820 family protein
SEN_RS05050,SEN_RS05050,copper resistance protein
SEN_RS19535,rhtC,threonine export protein RhtC
SEN_RS06330,minD,septum site-determining protein MinD
SEN_RS13905,alaS,alanine--tRNA ligase
SEN_RS10710,SEN_RS10710,DUF496 family protein
SEN_RS22610,SEN_RS22610,type 1 fimbrial protein
SEN_RS22360,SEN_RS22360,PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC
SEN_RS01190,rnhB,ribonuclease HII
SEN_RS11650,napB,nitrate reductase cytochrome c-type subunit
SEN_RS00025,yaaA,peroxide stress protein YaaA
SEN_RS03535,sucA,2-oxoglutarate dehydrogenase E1 component
SEN_RS21235,SEN_RS21235,molecular chaperone
SEN_RS15505,SEN_RS15505,CZB domain-containing protein
SEN_RS04050,SEN_RS04050,ABC-F family ATPase
SEN_RS21980,SEN_RS21980,valine--tRNA ligase
SEN_RS15750,tolC,outer membrane channel protein TolC
SEN_RS17235,aroB,3-dehydroquinate synthase
SEN_RS05800,zwf,glucose-6-phosphate dehydrogenase
SEN_RS06650,galU,UTP--glucose-1-phosphate uridylyltransferase GalU
SEN_RS00670,SEN_RS00670,D-alanine--D-alanine ligase
SEN_RS09790,grxB,glutaredoxin 2
SEN_RS12545,ligA,NAD-dependent DNA ligase LigA
SEN_RS02135,panE,2-dehydropantoate 2-reductase
SEN_RS05675,SEN_RS05675,glycoside hydrolase family 105 protein
SEN_RS13910,recX,recombination regulator RecX
SEN_RS08805,hemP,hemin uptake protein HemP
SEN_RS16665,mreD,rod shape-determining protein MreD
SEN_RS07090,SEN_RS07090,hypothetical protein
SEN_RS10715,SEN_RS10715,FUSC family protein
SEN_RS18040,SEN_RS18040,OmpA family lipoprotein
SEN_RS18205,araD,L-ribulose-5-phosphate 4-epimerase
SEN_RS11655,napH,quinol dehydrogenase ferredoxin subunit NapH
SEN_RS14780,SEN_RS14780,prepilin-type N-terminal cleavage/methylation domain-containing protein
SEN_RS01660,SEN_RS01660,hypothetical protein
SEN_RS09795,SEN_RS09795,lipoprotein
SEN_RS15080,gcvH,glycine cleavage system protein GcvH
SEN_RS22745,yncL,stress response membrane protein YncL
SEN_RS00375,caiT,L-carnitine/gamma-butyrobetaine antiport BCCT transporter
SEN_RS12550,zipA,cell division protein ZipA
SEN_RS13915,recA,recombinase RecA
SEN_RS15265,galP,galactose/proton symporter
SEN_RS16645,tldD,metalloprotease TldD
SEN_RS10720,sbmC,DNA gyrase inhibitor SbmC
SEN_RS16155,SEN_RS16155,N-acetyltransferase
SEN_RS20390,oxyR,DNA-binding transcriptional regulator OxyR
SEN_RS02335,SEN_RS02335,multidrug efflux RND transporter permease subunit
SEN_RS21650,priB,primosomal replication protein N
SEN_RS01195,dnaE,DNA polymerase III subunit alpha
SEN_RS02690,fimH,type 1 fimbrin D-mannose specific adhesin FimH
SEN_RS11660,napG,ferredoxin-type protein NapG
SEN_RS06085,SEN_RS06085,DMT family transporter
SEN_RS03540,odhB,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
SEN_RS18195,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD
SEN_RS04810,rmf,ribosome modulation factor
SEN_RS04055,SEN_RS04055,DUF4261 domain-containing protein
SEN_RS20630,zraR,sigma-54-dependent response regulator transcription factor ZraR
SEN_RS05085,SEN_RS05085,general stress protein
SEN_RS18885,torD,molecular chaperone TorD
SEN_RS12555,cysZ,sulfate transporter CysZ
SEN_RS00675,ftsQ,cell division protein FtsQ
SEN_RS09800,pyrC,dihydroorotase
SEN_RS22500,SEN_RS22500,YjjW family glycine radical enzyme activase
SEN_RS02140,SEN_RS02140,YajQ family cyclic di-GMP-binding protein
SEN_RS19580,udp,uridine phosphorylase
SEN_RS18425,rfaP,lipopolysaccharide core heptose(I) kinase RfaP
SEN_RS13920,pncC,nicotinamide-nucleotide amidase
SEN_RS08810,SEN_RS08810,YdiU family protein
SEN_RS17680,SEN_RS17680,methyl-accepting chemotaxis citrate transducer
SEN_RS10725,dacD,serine-type D-Ala-D-Ala carboxypeptidase DacD
SEN_RS20370,argE,acetylornithine deacetylase
SEN_RS21635,SEN_RS21635,DUF1471 domain-containing protein
SEN_RS20885,SEN_RS20885,conjugal transfer protein TraF
SEN_RS06185,htpX,protease HtpX
SEN_RS14785,SEN_RS14785,DUF2509 family protein
SEN_RS19090,atpC,F0F1 ATP synthase subunit epsilon
SEN_RS04315,artJ,arginine ABC transporter substrate-binding protein
SEN_RS06495,pth,aminoacyl-tRNA hydrolase
SEN_RS05290,SEN_RS05290,DUF808 domain-containing protein
SEN_RS09805,dinI,DNA damage-inducible protein I
SEN_RS05055,SEN_RS05055,thioredoxin family protein
SEN_RS24975,SEN_RS24975,hypothetical protein
SEN_RS02245,SEN_RS02245,SgrR family transcriptional regulator
SEN_RS19540,rhtB,homoserine/homoserine lactone efflux protein
SEN_RS13925,mltB,lytic murein transglycosylase B
SEN_RS10730,SEN_RS10730,thiosulfate reductase cytochrome B subunit
SEN_RS19325,gppA,guanosine-5'-triphosphate-3'-diphosphate diphosphatase
SEN_RS21290,SEN_RS21290,tRNA-Phe
SEN_RS05525,SEN_RS05525,hypothetical protein
SEN_RS01210,ldcC,lysine decarboxylase LdcC
SEN_RS02695,sfmF,fimbria assembly protein
SEN_RS24825,mgtL,mgtA regulatory leader peptide MgtL
SEN_RS11665,napA,nitrate reductase catalytic subunit NapA
SEN_RS22420,SEN_RS22420,YbaK/EbsC family protein
SEN_RS00030,SEN_RS00030,sodium:alanine symporter family protein
SEN_RS03545,sucC,ADP-forming succinate--CoA ligase subunit beta
