"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"BP"	"GO:0016310"	"phosphorylation"	"14/247"	"130/2736"	0.280995835839865	0.970419689985469	0.970419689985469	"coaE/pyrH/aroL/cyoA/gsk/yeaG/thiK/cobU/ndk/era/ackA/xylB/lsrK/lysC"	14
"MF"	"GO:0004536"	"deoxyribonuclease activity"	"4/247"	"30/2736"	0.283957430653131	0.970419689985469	0.970419689985469	"xthA/nfo/cas1/recC"	4
"BP"	"GO:0006873"	"cellular ion homeostasis"	"4/247"	"30/2736"	0.283957430653131	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"BP"	"GO:0050789"	"regulation of biological process"	"37/247"	"374/2736"	0.292866552354622	0.970419689985469	0.970419689985469	"sfsA/cdaR/cutF/iraP/phoB/ybaO/hha/aes/allR/dacA/fur/cspD/ftsK/rmf/sulA/yedQ/uvrY/cheW/proQ/prmC/yjgJ/marR/tus/rplT/infC/flgM/sbmC/alaS/norR/arfA/gntR/yhjH/xylR/torR/asnC/fabR/pepA"	37
"MF"	"GO:0016796"	"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"	"3/247"	"21/2736"	0.293366608196109	0.970419689985469	0.970419689985469	"rnd/xthA/recC"	3
"BP"	"GO:1901701"	"cellular response to oxygen-containing compound"	"3/247"	"21/2736"	0.293366608196109	0.970419689985469	0.970419689985469	"yeiG/norW/katG"	3
"MF"	"GO:0016788"	"hydrolase activity, acting on ester bonds"	"16/247"	"152/2736"	0.293412800406452	0.970419689985469	0.970419689985469	"aes/fes/rnd/yciA/xthA/wzb/yeiG/nfo/rtn/yfcE/yfhB/alaS/cas1/recC/yhjH/yjcC"	16
"BP"	"GO:0050790"	"regulation of catalytic activity"	"6/247"	"50/2736"	0.294320355375197	0.970419689985469	0.970419689985469	"aes/ftsK/sulA/mliC/sbmC/nlpD"	6
"BP"	"GO:0006635"	"fatty acid beta-oxidation"	"2/247"	"12/2736"	0.296085085235846	0.970419689985469	0.970419689985469	"fixB/fadE"	2
"BP"	"GO:0006739"	"NADP metabolic process"	"2/247"	"12/2736"	0.296085085235846	0.970419689985469	0.970419689985469	"pntB/rpe"	2
"BP"	"GO:0009089"	"lysine biosynthetic process via diaminopimelate"	"2/247"	"12/2736"	0.296085085235846	0.970419689985469	0.970419689985469	"asd/lysC"	2
"CC"	"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"2/247"	"12/2736"	0.296085085235846	0.970419689985469	0.970419689985469	"hflD/era"	2
"CC"	"GO:0031237"	"intrinsic component of periplasmic side of plasma membrane"	"2/247"	"12/2736"	0.296085085235846	0.970419689985469	0.970419689985469	"dmsA/hyaA"	2
"BP"	"GO:2000144"	"positive regulation of DNA-templated transcription initiation"	"2/247"	"12/2736"	0.296085085235846	0.970419689985469	0.970419689985469	"ybaO/norR"	2
"MF"	"GO:0008238"	"exopeptidase activity"	"4/247"	"31/2736"	0.305015144337658	0.970419689985469	0.970419689985469	"map/dacA/pepA/iadA"	4
"MF"	"GO:0016765"	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	"4/247"	"31/2736"	0.305015144337658	0.970419689985469	0.970419689985469	"speE/uppS/entB/gst"	4
"BP"	"GO:0055080"	"cation homeostasis"	"4/247"	"31/2736"	0.305015144337658	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"MF"	"GO:0015318"	"inorganic molecular entity transmembrane transporter activity"	"15/247"	"143/2736"	0.306858470365569	0.970419689985469	0.970419689985469	"clcA/metN/cyoA/glnP/rhtA/ybjE/znuC/sapC/leuE/lysP/nupC/alaE/dctA/atpE/mgtA"	15
"CC"	"GO:1902494"	"catalytic complex"	"19/247"	"185/2736"	0.307877135108617	0.970419689985469	0.970419689985469	"carA/fhuB/dnaE/metN/cyoA/sucA/potH/dmsA/hyaC/hyaB/hyaA/eutB/cysJ/recC/ugpC/ilvB/torC/xerC/frdB"	19
"BP"	"GO:1901565"	"organonitrogen compound catabolic process"	"12/247"	"112/2736"	0.308408065863769	0.970419689985469	0.970419689985469	"rihC/fixB/degP/iraP/ybaO/nagA/pflB/astB/mazG/gcvH/ackA/pepA"	12
"BP"	"GO:1901136"	"carbohydrate derivative catabolic process"	"5/247"	"41/2736"	0.309502547807369	0.970419689985469	0.970419689985469	"rihC/nagA/mazG/yihS/yihU"	5
"MF"	"GO:0015399"	"primary active transmembrane transporter activity"	"7/247"	"61/2736"	0.310084788375368	0.970419689985469	0.970419689985469	"metN/cyoA/znuC/ugpC/atpE/rbsD/mgtA"	7
"MF"	"GO:0016772"	"transferase activity, transferring phosphorus-containing groups"	"21/247"	"207/2736"	0.315560422484004	0.970419689985469	0.970419689985469	"citG/coaE/pyrH/cdsA/dnaE/aroL/gsk/moeA/yedQ/manY/yeaG/thiK/cobU/cpsB/fruB/ndk/ackA/gatC/xylB/lsrK/lysC"	21
"BP"	"GO:0071705"	"nitrogen compound transport"	"17/247"	"165/2736"	0.316975799096536	0.970419689985469	0.970419689985469	"thiP/clcA/metN/tolQ/glnP/rhtA/potH/ybjE/proQ/sapC/leuE/yehW/lysP/nupC/ffh/alaE/dctA"	17
"BP"	"GO:0009267"	"cellular response to starvation"	"3/247"	"22/2736"	0.31905808302383	0.970419689985469	0.970419689985469	"iraP/yeaG/mazG"	3
"MF"	"GO:1901505"	"carbohydrate derivative transmembrane transporter activity"	"3/247"	"22/2736"	0.31905808302383	0.970419689985469	0.970419689985469	"nupC/ugpC/yhjD"	3
"BP"	"GO:1901698"	"response to nitrogen compound"	"3/247"	"22/2736"	0.31905808302383	0.970419689985469	0.970419689985469	"ybaO/norW/asnC"	3
"BP"	"GO:2000142"	"regulation of DNA-templated transcription initiation"	"3/247"	"22/2736"	0.31905808302383	0.970419689985469	0.970419689985469	"phoB/ybaO/norR"	3
"MF"	"GO:0022890"	"inorganic cation transmembrane transporter activity"	"9/247"	"82/2736"	0.319168701066829	0.970419689985469	0.970419689985469	"clcA/cyoA/znuC/sapC/nupC/alaE/dctA/atpE/mgtA"	9
"BP"	"GO:0006796"	"phosphate-containing compound metabolic process"	"31/247"	"314/2736"	0.319909028385261	0.970419689985469	0.970419689985469	"carA/araD/coaE/pyrH/cdsA/lpxB/aroL/cyoA/gsk/moeA/yciA/pntB/pdxH/yeaG/thiK/pyrC/cobU/wzb/pdxB/ndk/yfhB/era/mazG/ackA/rpe/xylB/pyrE/atpE/yihS/lsrK/lysC"	31
"BP"	"GO:0022607"	"cellular component assembly"	"20/247"	"197/2736"	0.320349594250167	0.970419689985469	0.970419689985469	"erpA/skp/phoB/ybaO/maa/nagA/sulA/sufA/rplT/infC/yeiG/lysP/yfcE/norR/rplQ/rpmC/rplB/nrfG/frdB/dnaT"	20
"BP"	"GO:0006259"	"DNA metabolic process"	"14/247"	"134/2736"	0.321221117741798	0.970419689985469	0.970419689985469	"dnaE/cspD/tus/xthA/sbmC/nfo/cas1/recC/yhbO/hofP/rtcB/xerC/pepA/dnaT"	14
"BP"	"GO:0009401"	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	"4/247"	"32/2736"	0.326234669342021	0.970419689985469	0.970419689985469	"manY/sgcB/fruB/gatC"	4
"BP"	"GO:0050801"	"ion homeostasis"	"4/247"	"32/2736"	0.326234669342021	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"BP"	"GO:0098704"	"carbohydrate import across plasma membrane"	"4/247"	"32/2736"	0.326234669342021	0.970419689985469	0.970419689985469	"manY/sgcB/fruB/gatC"	4
"BP"	"GO:0098771"	"inorganic ion homeostasis"	"4/247"	"32/2736"	0.326234669342021	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"MF"	"GO:0016779"	"nucleotidyltransferase activity"	"6/247"	"52/2736"	0.327188299621503	0.970419689985469	0.970419689985469	"cdsA/dnaE/moeA/yedQ/cobU/cpsB"	6
"BP"	"GO:0006811"	"ion transport"	"23/247"	"230/2736"	0.330061422488131	0.970419689985469	0.970419689985469	"thiP/clcA/metN/cyoA/fepD/entS/glnP/rhtA/potH/ybjE/znuC/proQ/sapC/leuE/yehW/lysP/nupC/alaE/ugpC/dctA/atpE/mgtA/fhuF"	23
"MF"	"GO:0140657"	"ATP-dependent activity"	"12/247"	"114/2736"	0.330641344622956	0.970419689985469	0.970419689985469	"metN/ftsK/znuC/clpB/recC/zapE/ugpC/atpE/ravA/rbsD/groL/mgtA"	12
"BP"	"GO:0006650"	"glycerophospholipid metabolic process"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"cdsA/yfhB"	2
"BP"	"GO:0008645"	"hexose transmembrane transport"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"manY/fruB"	2
"BP"	"GO:0009068"	"aspartate family amino acid catabolic process"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"pflB/ackA"	2
"MF"	"GO:0016776"	"phosphotransferase activity, phosphate group as acceptor"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"pyrH/ndk"	2
"BP"	"GO:0019395"	"fatty acid oxidation"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"fixB/fadE"	2
"MF"	"GO:0019829"	"ATPase-coupled cation transmembrane transporter activity"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"atpE/mgtA"	2
"MF"	"GO:0019904"	"protein domain specific binding"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"fhuA/cheW"	2
"BP"	"GO:0033865"	"nucleoside bisphosphate metabolic process"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"coaE/yciA"	2
"BP"	"GO:0033875"	"ribonucleoside bisphosphate metabolic process"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"coaE/yciA"	2
"BP"	"GO:0034032"	"purine nucleoside bisphosphate metabolic process"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"coaE/yciA"	2
"BP"	"GO:0034440"	"lipid oxidation"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"fixB/fadE"	2
"BP"	"GO:0034614"	"cellular response to reactive oxygen species"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"norW/katG"	2
"BP"	"GO:0046451"	"diaminopimelate metabolic process"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"asd/lysC"	2
"BP"	"GO:0046486"	"glycerolipid metabolic process"	"2/247"	"13/2736"	0.330708335345452	0.970419689985469	0.970419689985469	"cdsA/yfhB"	2
"MF"	"GO:0140097"	"catalytic activity, acting on DNA"	"8/247"	"73/2736"	0.336396139963903	0.970419689985469	0.970419689985469	"dnaE/ftsK/xthA/nfo/cas1/recC/rtcB/xerC"	8
"BP"	"GO:0051179"	"localization"	"42/247"	"435/2736"	0.336977917951354	0.970419689985469	0.970419689985469	"thiP/clcA/skp/metN/cyoA/hha/fepD/entS/tolQ/glnP/rhtA/potH/ybjE/macA/yedQ/cheW/znuC/proQ/yebQ/manY/sapC/sgcB/leuE/yehW/lysP/fruB/setB/nupC/ffh/alaE/gatC/ugpC/yhjD/yhjH/dctA/yiaM/atpE/rbsD/lsrC/frdB/mgtA/fhuF"	42
"BP"	"GO:0051128"	"regulation of cellular component organization"	"7/247"	"63/2736"	0.340313567705865	0.970419689985469	0.970419689985469	"phoB/ybaO/dacA/sulA/infC/norR/pepA"	7
"BP"	"GO:0046395"	"carboxylic acid catabolic process"	"10/247"	"94/2736"	0.340436755160499	0.970419689985469	0.970419689985469	"fixB/fadE/ybaO/gcl/nagA/pflB/astB/gudD/gcvH/ackA"	10
"MF"	"GO:0015144"	"carbohydrate transmembrane transporter activity"	"6/247"	"53/2736"	0.343813583913421	0.970419689985469	0.970419689985469	"manY/fruB/gatC/yiaM/rbsD/lsrC"	6
"BP"	"GO:0051234"	"establishment of localization"	"38/247"	"393/2736"	0.344571855782367	0.970419689985469	0.970419689985469	"thiP/clcA/skp/metN/cyoA/fepD/entS/tolQ/glnP/rhtA/potH/ybjE/macA/cheW/znuC/proQ/yebQ/manY/sapC/sgcB/leuE/yehW/lysP/fruB/setB/nupC/ffh/alaE/gatC/ugpC/yhjD/dctA/yiaM/atpE/rbsD/lsrC/mgtA/fhuF"	38
"CC"	"GO:0031233"	"intrinsic component of external side of plasma membrane"	"3/247"	"23/2736"	0.344777956681501	0.970419689985469	0.970419689985469	"cyoA/dmsA/hyaA"	3
"BP"	"GO:0034308"	"primary alcohol metabolic process"	"3/247"	"23/2736"	0.344777956681501	0.970419689985469	0.970419689985469	"gcl/yihS/yjjX"	3
"BP"	"GO:0098739"	"import across plasma membrane"	"5/247"	"43/2736"	0.346505182173287	0.970419689985469	0.970419689985469	"proQ/manY/sgcB/fruB/gatC"	5
"BP"	"GO:0006417"	"regulation of translation"	"4/247"	"33/2736"	0.347545116612266	0.970419689985469	0.970419689985469	"rmf/rplT/infC/arfA"	4
"MF"	"GO:0008270"	"zinc ion binding"	"10/247"	"95/2736"	0.352929952647108	0.970419689985469	0.970419689985469	"araD/nagA/fur/pyrC/yeiR/alaS/casA/rplB/zraP/iadA"	10
"MF"	"GO:0016773"	"phosphotransferase activity, alcohol group as acceptor"	"10/247"	"95/2736"	0.352929952647108	0.970419689985469	0.970419689985469	"coaE/aroL/gsk/manY/yeaG/thiK/cobU/fruB/gatC/xylB"	10
"BP"	"GO:0065008"	"regulation of biological quality"	"10/247"	"95/2736"	0.352929952647108	0.970419689985469	0.970419689985469	"skp/ybbL/fepD/dacA/hcp/cutC/alaS/norW/gcvH/fhuF"	10
"MF"	"GO:0022853"	"active ion transmembrane transporter activity"	"7/247"	"64/2736"	0.355577893274542	0.970419689985469	0.970419689985469	"clcA/nupC/alaE/ugpC/dctA/atpE/mgtA"	7
"CC"	"GO:0032991"	"protein-containing complex"	"33/247"	"341/2736"	0.357738604720301	0.970419689985469	0.970419689985469	"carA/fhuB/dnaE/metN/cyoA/fur/sucA/potH/macA/dmsA/cheW/hyaC/hyaB/hyaA/pdxH/rplT/rpmI/infC/eutB/ffh/cysJ/recC/rplQ/rpmC/rplB/ugpC/ilvB/torC/atpE/xerC/groS/groL/frdB"	33
"BP"	"GO:0034654"	"nucleobase-containing compound biosynthetic process"	"34/247"	"352/2736"	0.35911151045201	0.970419689985469	0.970419689985469	"carA/coaE/sfsA/cdaR/pyrH/cdsA/dnaE/yafC/iraP/phoB/ybaO/aes/allR/fur/cspD/ftsK/yjgJ/ykgA/ydcR/marR/rplT/flgM/pyrC/alaS/norR/mazG/gntR/xylR/pyrE/torR/atpE/asnC/fabR/pepA"	34
"BP"	"GO:0051641"	"cellular localization"	"6/247"	"54/2736"	0.360521746765683	0.970419689985469	0.970419689985469	"skp/fepD/tolQ/cheW/ffh/fhuF"	6
"BP"	"GO:0016043"	"cellular component organization"	"27/247"	"277/2736"	0.362606244306776	0.970419689985469	0.970419689985469	"frr/erpA/skp/phoB/ybaO/maa/dacA/nagA/sulA/prmC/sufA/rplT/infC/pbpG/yeiG/lysP/yfcE/norR/cas1/recC/rplQ/rpmC/rplB/nrfG/frdB/pepA/dnaT"	27
"MF"	"GO:0004857"	"enzyme inhibitor activity"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"mliC/sbmC"	2
"BP"	"GO:0006089"	"lactate metabolic process"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"ykgA/yhbO"	2
"BP"	"GO:0006972"	"hyperosmotic response"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"proQ/cpsB"	2
"BP"	"GO:0007059"	"chromosome segregation"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"ftsK/setB"	2
"MF"	"GO:0008135"	"translation factor activity, RNA binding"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"rmf/infC"	2
"BP"	"GO:0009071"	"serine family amino acid catabolic process"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"ybaO/gcvH"	2
"MF"	"GO:0015298"	"solute:cation antiporter activity"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"clcA/alaE"	2
"BP"	"GO:0015847"	"putrescine transport"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"potH/sapC"	2
"BP"	"GO:0030163"	"protein catabolic process"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"degP/iraP"	2
"MF"	"GO:0042625"	"ATPase-coupled ion transmembrane transporter activity"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"atpE/mgtA"	2
"BP"	"GO:0090150"	"establishment of protein localization to membrane"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"skp/ffh"	2
"CC"	"GO:0098567"	"periplasmic side of plasma membrane"	"2/247"	"14/2736"	0.364842053641168	0.970419689985469	0.970419689985469	"dmsA/hyaA"	2
"BP"	"GO:1901606"	"alpha-amino acid catabolic process"	"5/247"	"44/2736"	0.365126302676561	0.970419689985469	0.970419689985469	"ybaO/pflB/astB/gcvH/ackA"	5
"BP"	"GO:0006066"	"alcohol metabolic process"	"4/247"	"34/2736"	0.368879215877262	0.970419689985469	0.970419689985469	"uppS/gcl/yihS/yjjX"	4
"BP"	"GO:0009199"	"ribonucleoside triphosphate metabolic process"	"4/247"	"34/2736"	0.368879215877262	0.970419689985469	0.970419689985469	"cyoA/moeA/mazG/atpE"	4
"BP"	"GO:0034248"	"regulation of cellular amide metabolic process"	"4/247"	"34/2736"	0.368879215877262	0.970419689985469	0.970419689985469	"rmf/rplT/infC/arfA"	4
"MF"	"GO:0050660"	"flavin adenine dinucleotide binding"	"4/247"	"34/2736"	0.368879215877262	0.970419689985469	0.970419689985469	"fixB/gcl/norW/cysJ"	4
"BP"	"GO:0006352"	"DNA-templated transcription initiation"	"3/247"	"24/2736"	0.370413862556181	0.970419689985469	0.970419689985469	"phoB/ybaO/norR"	3
"BP"	"GO:0009084"	"glutamine family amino acid biosynthetic process"	"3/247"	"24/2736"	0.370413862556181	0.970419689985469	0.970419689985469	"carA/argA/argI"	3
"BP"	"GO:0031669"	"cellular response to nutrient levels"	"3/247"	"24/2736"	0.370413862556181	0.970419689985469	0.970419689985469	"iraP/yeaG/mazG"	3
"BP"	"GO:0034219"	"carbohydrate transmembrane transport"	"7/247"	"65/2736"	0.370908407329062	0.970419689985469	0.970419689985469	"manY/sgcB/fruB/gatC/yiaM/rbsD/lsrC"	7
"CC"	"GO:1990904"	"ribonucleoprotein complex"	"7/247"	"65/2736"	0.370908407329062	0.970419689985469	0.970419689985469	"rplT/rpmI/infC/ffh/rplQ/rpmC/rplB"	7
"BP"	"GO:0045892"	"negative regulation of DNA-templated transcription"	"8/247"	"76/2736"	0.378971264597144	0.970419689985469	0.970419689985469	"allR/fur/yjgJ/marR/alaS/gntR/asnC/fabR"	8
"BP"	"GO:1902679"	"negative regulation of RNA biosynthetic process"	"8/247"	"76/2736"	0.378971264597144	0.970419689985469	0.970419689985469	"allR/fur/yjgJ/marR/alaS/gntR/asnC/fabR"	8
"BP"	"GO:1903507"	"negative regulation of nucleic acid-templated transcription"	"8/247"	"76/2736"	0.378971264597144	0.970419689985469	0.970419689985469	"allR/fur/yjgJ/marR/alaS/gntR/asnC/fabR"	8
"BP"	"GO:0006793"	"phosphorus metabolic process"	"31/247"	"323/2736"	0.383275411245505	0.970419689985469	0.970419689985469	"carA/araD/coaE/pyrH/cdsA/lpxB/aroL/cyoA/gsk/moeA/yciA/pntB/pdxH/yeaG/thiK/pyrC/cobU/wzb/pdxB/ndk/yfhB/era/mazG/ackA/rpe/xylB/pyrE/atpE/yihS/lsrK/lysC"	31
"BP"	"GO:0051260"	"protein homooligomerization"	"5/247"	"45/2736"	0.38376817480001	0.970419689985469	0.970419689985469	"maa/nagA/yeiG/lysP/yfcE"	5
"BP"	"GO:0009605"	"response to external stimulus"	"9/247"	"87/2736"	0.38544246968299	0.970419689985469	0.970419689985469	"iraP/cspD/sulA/cheW/yeaG/casA/mazG/recC/hofP"	9
"BP"	"GO:0009069"	"serine family amino acid metabolic process"	"4/247"	"35/2736"	0.390173582095228	0.970419689985469	0.970419689985469	"ybaO/gcvH/asd/lysC"	4
"BP"	"GO:0009144"	"purine nucleoside triphosphate metabolic process"	"4/247"	"35/2736"	0.390173582095228	0.970419689985469	0.970419689985469	"cyoA/moeA/mazG/atpE"	4
"CC"	"GO:0043190"	"ATP-binding cassette (ABC) transporter complex"	"4/247"	"35/2736"	0.390173582095228	0.970419689985469	0.970419689985469	"fhuB/metN/potH/ugpC"	4
"BP"	"GO:0055082"	"cellular chemical homeostasis"	"4/247"	"35/2736"	0.390173582095228	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"MF"	"GO:0022857"	"transmembrane transporter activity"	"27/247"	"281/2736"	0.393190568871886	0.970419689985469	0.970419689985469	"thiP/clcA/metN/cyoA/fepD/glnP/rhtA/ybjE/macA/znuC/yebQ/manY/sapC/leuE/lysP/fruB/nupC/alaE/gatC/ugpC/yhjD/dctA/yiaM/atpE/rbsD/lsrC/mgtA"	27
"CC"	"GO:0009897"	"external side of plasma membrane"	"3/247"	"25/2736"	0.395864150447859	0.970419689985469	0.970419689985469	"cyoA/dmsA/hyaA"	3
"MF"	"GO:0016407"	"acetyltransferase activity"	"3/247"	"25/2736"	0.395864150447859	0.970419689985469	0.970419689985469	"maa/pflB/argA"	3
"BP"	"GO:0006099"	"tricarboxylic acid cycle"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"sucA/acnA"	2
"BP"	"GO:0006101"	"citrate metabolic process"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"sucA/acnA"	2
"BP"	"GO:0009062"	"fatty acid catabolic process"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"fixB/fadE"	2
"BP"	"GO:0009085"	"lysine biosynthetic process"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"asd/lysC"	2
"MF"	"GO:0015175"	"neutral amino acid transmembrane transporter activity"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"rhtA/leuE"	2
"MF"	"GO:0016597"	"amino acid binding"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"alaS/asnC"	2
"MF"	"GO:0016895"	"exodeoxyribonuclease activity, producing 5'-phosphomonoesters"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"xthA/recC"	2
"BP"	"GO:0044403"	"biological process involved in symbiotic interaction"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"groS/groL"	2
"BP"	"GO:0051247"	"positive regulation of protein metabolic process"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"cheW/infC"	2
"MF"	"GO:1901682"	"sulfur compound transmembrane transporter activity"	"2/247"	"15/2736"	0.398292827479942	0.970419689985469	0.970419689985469	"thiP/metN"	2
"MF"	"GO:0016879"	"ligase activity, forming carbon-nitrogen bonds"	"5/247"	"46/2736"	0.402388757567906	0.970419689985469	0.970419689985469	"carA/tilS/entB/folC/asnA"	5
"BP"	"GO:0098660"	"inorganic ion transmembrane transport"	"10/247"	"99/2736"	0.403454666931679	0.970419689985469	0.970419689985469	"clcA/cyoA/fepD/znuC/sapC/nupC/alaE/dctA/atpE/mgtA"	10
"BP"	"GO:0019538"	"protein metabolic process"	"34/247"	"359/2736"	0.407366851586092	0.970419689985469	0.970419689985469	"frr/citG/erpA/degP/map/skp/iraP/dacA/moeA/rmf/cheW/prmC/sufA/rplT/infC/yeaG/flgM/wzb/pbpG/era/clpB/alaS/yhbO/yhbS/arfA/rplQ/rpmC/rplB/ppiA/torD/nrfG/msrA/pepA/iadA"	34
"MF"	"GO:0016491"	"oxidoreductase activity"	"27/247"	"283/2736"	0.408642923463111	0.970419689985469	0.970419689985469	"fixB/cueO/dkgB/fadE/cyoA/sucA/hcp/dmsA/hyaB/hyaA/pntB/pdxH/yeaE/ghrA/pdxB/bcp/norW/cysJ/dkgA/asd/dlgD/torA/torC/yihU/katG/frdB/msrA"	27
"BP"	"GO:0044010"	"single-species biofilm formation"	"4/247"	"36/2736"	0.411368907041216	0.970419689985469	0.970419689985469	"hha/proQ/yjgI/lsrK"	4
"BP"	"GO:0051604"	"protein maturation"	"4/247"	"36/2736"	0.411368907041216	0.970419689985469	0.970419689985469	"erpA/skp/sufA/torD"	4
"BP"	"GO:0051703"	"biological process involved in intraspecies interaction between organisms"	"4/247"	"36/2736"	0.411368907041216	0.970419689985469	0.970419689985469	"hha/proQ/yjgI/lsrK"	4
"BP"	"GO:0098662"	"inorganic cation transmembrane transport"	"9/247"	"89/2736"	0.41228397047919	0.970419689985469	0.970419689985469	"clcA/cyoA/fepD/znuC/sapC/nupC/alaE/dctA/atpE"	9
"MF"	"GO:0003700"	"DNA-binding transcription factor activity"	"10/247"	"100/2736"	0.416155627146231	0.970419689985469	0.970419689985469	"cdaR/ybaO/allR/fur/yjgJ/alaS/norR/xylR/asnC/fabR"	10
"BP"	"GO:0010035"	"response to inorganic substance"	"7/247"	"68/2736"	0.417052580599918	0.970419689985469	0.970419689985469	"cueO/ykgI/hcp/cutC/gst/norW/katG"	7
"MF"	"GO:0005215"	"transporter activity"	"28/247"	"295/2736"	0.417267704216227	0.970419689985469	0.970419689985469	"thiP/clcA/metN/cyoA/fepD/glnP/rhtA/ybjE/macA/znuC/yebQ/manY/sapC/leuE/yehW/lysP/fruB/nupC/alaE/gatC/ugpC/yhjD/dctA/yiaM/atpE/rbsD/lsrC/mgtA"	28
"MF"	"GO:0016810"	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	"5/247"	"47/2736"	0.420948029866784	0.970419689985469	0.970419689985469	"yadE/ylbA/nagA/astB/pyrC"	5
"BP"	"GO:0031667"	"response to nutrient levels"	"5/247"	"47/2736"	0.420948029866784	0.970419689985469	0.970419689985469	"iraP/cspD/yeaG/mazG/hofP"	5
"MF"	"GO:0051539"	"4 iron, 4 sulfur cluster binding"	"5/247"	"47/2736"	0.420948029866784	0.970419689985469	0.970419689985469	"erpA/dmsA/hyaA/acnA/frdB"	5
"MF"	"GO:0016854"	"racemase and epimerase activity"	"3/247"	"26/2736"	0.421037702734345	0.970419689985469	0.970419689985469	"araD/nanM/rpe"	3
"MF"	"GO:0003676"	"nucleic acid binding"	"24/247"	"252/2736"	0.421557146338134	0.970419689985469	0.970419689985469	"sfsA/yaeB/ybaO/allR/fur/cspD/ftsK/rmf/proQ/acnA/yjgJ/marR/tus/rplT/infC/era/norR/casA/arfA/rplB/asnC/xerC/fabR/pepA"	24
"BP"	"GO:0019438"	"aromatic compound biosynthetic process"	"40/247"	"427/2736"	0.424038444270847	0.970419689985469	0.970419689985469	"carA/coaE/sfsA/cdaR/pyrH/cdsA/dnaE/yafC/iraP/aroL/phoB/ybaO/aes/allR/entB/fur/cspD/ftsK/yjgJ/ykgA/ydcR/marR/pdxH/rplT/flgM/pyrC/folC/pdxB/pheA/alaS/norR/mazG/gntR/xylR/pyrE/torR/atpE/asnC/fabR/pepA"	40
"MF"	"GO:0022804"	"active transmembrane transporter activity"	"14/247"	"144/2736"	0.426565308505521	0.970419689985469	0.970419689985469	"clcA/metN/cyoA/znuC/manY/fruB/nupC/alaE/gatC/ugpC/dctA/atpE/rbsD/mgtA"	14
